statement_date,period,season,tou_period,kwh,rate_usd_per_kwh,usd,provider,authority,evidence,source_pdf,note
2026-05-04,3/28/26 - 4/28/26,,total_printed,,,88.12,CCA,charged_total,direct,sdge_electric_2026-05-04.pdf,"sum of the per-TOU cells and adders above, to the cent; reconciles to data/bill_periods_electric.csv's cca_generation ($88.12) with a diff of $+0.00"
2026-06-03,4/29/26 - 5/28/26,winter,on_peak,236.0,0.24430,57.55,CCA,charged_tariff,direct,sdge_electric_2026-06-03.pdf,printed on 4/29/26 - 5/28/26; kWh x rate reproduces the printed amount only to within CEA's half-kWh unrounding tolerance
2026-06-03,4/29/26 - 5/28/26,winter,off_peak,21.0,0.15782,3.27,CCA,charged_tariff,direct,sdge_electric_2026-06-03.pdf,printed on 4/29/26 - 5/28/26; kWh x rate reproduces the printed amount only to within CEA's half-kWh unrounding tolerance
2026-06-03,4/29/26 - 5/28/26,winter,super_off_peak,539.0,0.05187,27.95,CCA,charged_tariff,direct,sdge_electric_2026-06-03.pdf,printed on 4/29/26 - 5/28/26; kWh x rate reproduces the printed amount only to within CEA's half-kWh unrounding tolerance
2026-06-03,4/29/26 - 5/28/26,,clean_impact_plus,795.0,0.00100,0.80,CCA,charged_tariff,direct,sdge_electric_2026-06-03.pdf,"CEA's own per-kWh product adder; printed kWh base does not exactly equal bill_periods_electric.csv's net_kwh for this period (undisclosed by the statement) -- recorded as printed, not reconciled to net_kwh"
2026-06-03,4/29/26 - 5/28/26,,state_surcharge_tax,,,0.24,CCA,charged_fee,direct,sdge_electric_2026-06-03.pdf,"a flat per-period surcharge printed as a dollar amount only, not a per-kWh rate"
2026-06-03,4/29/26 - 5/28/26,,total_printed,,,89.81,CCA,charged_total,direct,sdge_electric_2026-06-03.pdf,"sum of the per-TOU cells and adders above, to the cent; reconciles to data/bill_periods_electric.csv's cca_generation ($89.81) with a diff of $+0.00"
2026-07-02,5/29/26 - 6/26/26,winter,on_peak,31.0,0.24430,7.68,CCA,charged_tariff,direct,sdge_electric_2026-07-02.pdf,printed on 5/29/26 - 6/26/26; kWh x rate reproduces the printed amount only to within CEA's half-kWh unrounding tolerance
2026-07-02,5/29/26 - 6/26/26,winter,off_peak,-14.0,0.15782,-2.25,CCA,charged_tariff,direct,sdge_electric_2026-07-02.pdf,printed on 5/29/26 - 6/26/26; kWh x rate reproduces the printed amount only to within CEA's half-kWh unrounding tolerance
2026-07-02,5/29/26 - 6/26/26,winter,super_off_peak,28.0,0.05187,1.46,CCA,charged_tariff,direct,sdge_electric_2026-07-02.pdf,printed on 5/29/26 - 6/26/26; kWh x rate reproduces the printed amount only to within CEA's half-kWh unrounding tolerance
2026-07-02,5/29/26 - 6/26/26,summer,on_peak,205.0,0.51684,106.02,CCA,charged_tariff,direct,sdge_electric_2026-07-02.pdf,printed on 5/29/26 - 6/26/26; kWh x rate reproduces the printed amount only to within CEA's half-kWh unrounding tolerance
2026-07-02,5/29/26 - 6/26/26,summer,off_peak,172.0,0.15975,27.42,CCA,charged_tariff,direct,sdge_electric_2026-07-02.pdf,printed on 5/29/26 - 6/26/26; kWh x rate reproduces the printed amount only to within CEA's half-kWh unrounding tolerance
2026-07-02,5/29/26 - 6/26/26,summer,super_off_peak,565.0,0.04961,28.01,CCA,charged_tariff,direct,sdge_electric_2026-07-02.pdf,printed on 5/29/26 - 6/26/26; kWh x rate reproduces the printed amount only to within CEA's half-kWh unrounding tolerance
2026-07-02,5/29/26 - 6/26/26,,clean_impact_plus,987.0,0.00100,0.99,CCA,charged_tariff,direct,sdge_electric_2026-07-02.pdf,"CEA's own per-kWh product adder; printed kWh base does not exactly equal bill_periods_electric.csv's net_kwh for this period (undisclosed by the statement) -- recorded as printed, not reconciled to net_kwh"
2026-07-02,5/29/26 - 6/26/26,,state_surcharge_tax,,,0.30,CCA,charged_fee,direct,sdge_electric_2026-07-02.pdf,"a flat per-period surcharge printed as a dollar amount only, not a per-kWh rate"
2026-07-02,5/29/26 - 6/26/26,,total_printed,,,169.63,CCA,charged_total,direct,sdge_electric_2026-07-02.pdf,"sum of the per-TOU cells and adders above, to the cent; reconciles to data/bill_periods_electric.csv's cca_generation ($169.63) with a diff of $+0.00"
